job_title,company_title,salary,location,posting_date,expiration_date,industry,job_type,exp,position,detailed_welfare,age,sex,edu_level,job_tags
[Kim Mã - Hà Nội] Sales Assistant (6 months temporary contract),CareerBuilder's Client,Lương: 15 Tr - 20 Tr VND,Hà Nội,22-06-2023,30/09/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        25 - 32
                 
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Đại học
         ",[Kim Mã - Hà Nội] Sales Assistant  months temporary contract |  Trợ lý kinh doanh
Chuyên Viên  Khai Thác Cho Thuê,Công Ty Cổ Phần Đầu Tư Và Phát Triển BĐS An Gia,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,01/07/2023,Bán hàng / Kinh doanh | Tư vấn | Bất động sản,Nhân viên chính thức,2 - 3 Năm,Trưởng nhóm / Giám sát,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", Joomla |  developer |  php |  Software Engineer |  VBB |  MyBB |  JavaScript |  Ajax |  Jquery
"KỸ THUẬT VIÊN BẢO TRÌ, VẬN HÀNH MÁY (Điện, Điện Tử ; Cơ Khí ; Cơ Khí Chế Tạo)",Công ty TNHH Nidec Instruments Việt Nam,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,,Cơ khí / Ô tô / Tự động hóa | Điện / Điện tử / Điện lạnh | Bảo trì / Sửa chữa,Nhân viên chính thức,Mới tốt nghiệp,22/06/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        20 - 30
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Trung cấp
         ",
[Văn Giang - Hưng Yên] Nhân viên HCNS tiếng Nhật,CareerBuilder's Client,Lương: 13 Tr - 19 Tr VND,Hưng Yên,22-06-2023,31/07/2023,Hành chính / Thư ký | Nhân sự | Biên phiên dịch,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        24 - 30
                 
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Đại học
         ",
Regional Sales Manager (HCM + Miền Đông),Công ty TNHH Bình Việt Đức (Bivid) ,Lương: 25 Tr - 50 Tr VND,Hồ Chí Minh,22-06-2023,21/07/2023,Bán hàng / Kinh doanh | Dược phẩm | Y tế / Chăm sóc sức khỏe,Nhân viên chính thức,2 - 5 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        30 - 50
                 
	",,,Regional Sales Manager HCM + Miền Đông |  Sales Manager |  Giám đốc kinh doanh |  Sales Director |  Giám đốc kinh doanh khu vực |  Area Sales Manager |  Giám đốc kinh doanh vùng
THUẬT VIÊN BẢO TRÌ HỆ THỐNG ĐIỀU HÒA,Công Ty Cổ Phần ZME,Lương: 10 Tr - 15 Tr VND,Hà Nội,22-06-2023,,Điện / Điện tử / Điện lạnh | Bảo trì / Sửa chữa | Dịch vụ khách hàng,Nhân viên chính thức,Nhân viên,30/06/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Trung cấp
         ",Kỹ sư Dịch vụ Bảo trì hệ thống Điện |  IT support |  IT Helpdesk |  Technical assistant |  Service engineer |  Nhân viên hỗ trợ kỹ thuật |  IT Support Assistant |  IT Staff |  IT Manager |  Nhân viên IT |  Chuyên viên IT
[ĐỒNG NAI] LÁI XE NHỰA ĐƯỜNG,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VẬT TƯ GIAO THÔNG,Lương: 15 Tr - 30 Tr VND,Đồng Nai,22-06-2023,30/06/2023,Vận chuyển / Giao nhận /  Kho vận,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        30 - 45
                 
	"," Giới tính:
         Nam
         ",,Nhân viên lái xe tải | Vận chuyển | lái xe bồn
Chuyên viên Giáo Vụ _ Bình Định (Có kinh nghiệm đứng lớp),Tập đoàn Giáo dục Đại Trường Phát,Lương: 8 Tr - 10 Tr VND,Bình Định,22-06-2023,30/06/2023,Giáo dục / Đào tạo | Thư viện | Tư vấn,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        Trên 24
                 
	",," Bằng cấp:
                Cao đẳng
         ",
Nhân Viên Kỹ Thuật Nội Thất Gỗ,CÔNG TY CỔ PHẦN TM & SX NỘI THẤT THE ONE,Lương: 12 Tr - 13 Tr VND,Bình Dương,22-06-2023,01/07/2023,Mỹ thuật / Nghệ thuật / Thiết kế | Đồ gỗ | Nội ngoại thất,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        22 - 28
                 
	",," Bằng cấp:
                Cao đẳng
         ", Kỹ thuật viên |  Technician
Chuyên Viên Hành Chính Nhân Sự,SANAKY MIỀN BẮC ,Lương: 9 Tr - 15 Tr VND,Hà Nam,22-06-2023,30/06/2023,Hành chính / Thư ký | Quản lý điều hành | Nhân sự,Nhân viên chính thức,3 - 5 Năm,Trưởng nhóm / Giám sát,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Đào tạo | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        25 - 40
                 
	"," Giới tính:
         Nam
         ",,Chuyên Viên Hành Chính Nhân Sự  Y/C Nam |  Nhân viên hành chánh văn phòng |  Nhân viên hành chính |  Administrator |  Admin Staff |  Admin Officer |  Thư ký hành chánh |  Nhân viên hành chánh |  Admin Executive |  Admin Assistant |  Trợ lý hành chính |  Phụ trách hành chính nhân sự |  Chuyên viên nhân sự |  Hà Nam |  Sanaky |  Chuyên viên hành chính nhân sự
Trưởng phòng Kinh doanh Online,CÔNG TY TNHH THƯƠNG MẠI NTB PHARMANEW,Lương: 20 Tr - 40 Tr VND,Hà Nội,22-06-2023,31/07/2023,Bán hàng / Kinh doanh | Y tế / Chăm sóc sức khỏe,Nhân viên chính thức,1 - 3 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        25 - 40
                 
	",," Bằng cấp:
                Cao đẳng
         ", Head of sales
Nhân Viên Phát Triển Thị Trường Kinh Doanh,Công Ty Cổ Phần SX TM Điện Tử Thiên Thành Đạt,Lương: 10 Tr - 25 Tr VND,Hà Nội,22-06-2023,30/06/2023,Bán hàng / Kinh doanh | Tiếp thị / Marketing,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        25 - 35
                 
	"," Giới tính:
         Nam
         ",,
"Chief Cashier – Casino & Bar, KTV tại Q1",Club Royale,Lương: 12 Tr - 16 Tr VND,Hồ Chí Minh,22-06-2023,30/06/2023,Dịch vụ khách hàng | Kế toán / Kiểm toán | Nhà hàng / Khách sạn,Nhân viên chính thức,1 - 2 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        25 - 45
                 
	",," Bằng cấp:
                Cao đẳng
         ",Chief Cashier/ Trưởng BP Thu Ngân |  Cashier |  Thu quỹ
Trưởng Phòng Hoạt Động Thẻ,Ngân Hàng TMCP Phương Đông - OCB,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,01/07/2023,Tài chính / Đầu tư | Ngân hàng,Nhân viên chính thức,3 - 5 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
Nhân viên kinh doanh,AIA EXCHANGE,Lương: Trên 16 Tr VND,Hồ Chí Minh,22-06-2023,01/07/2023,Bán hàng / Kinh doanh | Bảo hiểm | Y tế / Chăm sóc sức khỏe,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Phụ cấp thâm niên," Độ tuổi:
                        Trên 25
                 
	",," Bằng cấp:
                Cao đẳng
         ", Đại diện kinh doanh |  Nhân viên phòng kinh doanh |  Nhân viên bán hàng |  Đại diện bán hàng |  Telesales |  Salesman |  Sales Engineer |  Sales Executive |  Chuyên Viên Kinh Doanh |  Sales Dept
KẾ TOÁN TỔNG HỢP,CÔNG TY TNHH SẢN XUẤT XÂY DỰNG ÁNH DƯƠNG XANH,Lương: 10 Tr - 14 Tr VND,Hồ Chí Minh,22-06-2023,31/07/2023,Kế toán / Kiểm toán | Tài chính / Đầu tư,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
Chuyên viên Giáo Vụ (Academic Officer)  tại Đăk Lăk  (Có kinh nghiệm đứng lớp),Tập đoàn Giáo dục Đại Trường Phát,Lương: 8 Tr - 10 Tr VND,Dak Lak,22-06-2023,30/06/2023,Giáo dục / Đào tạo | Biên phiên dịch | Ngành khác,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        Trên 24
                 
	",," Bằng cấp:
                Cao đẳng
         ",Chuyên viên Giáo Vụ Academic Officer  tại Đăk Lăk  Có kinh nghiệm đứng lớp |  Purchasing |  Nhân viên mua hàng  Staff |  Associates  Accountant |  purchasing staff |  purchasing executive |  manager |  Supervisor |  Specialist |  assistant
Nhân viên mua hàng kiêm BA (ERP) nội bộ,CÔNG TY TNHH MATSUO INDUSTRIES VIỆT NAM,Lương: Cạnh tranh,Hà Nội,22-06-2023,,,,,,,,,,
Phó phòng Tài chính Kế toán,Công Ty Cổ Phần Viễn Thông VTC,Lương: 18 Tr - 30 Tr VND,Hồ Chí Minh,22-06-2023,30/06/2023,Kế toán / Kiểm toán | Tài chính / Đầu tư,Nhân viên chính thức,3 - 5 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao,,,,
Trưởng phòng Quản trị Thương hiệu (Brand Manager),Công ty Cổ phần CANIFA,Lương: Cạnh tranh,Hà Nội,22-06-2023,09/07/2023,Tiếp thị / Marketing | Bán lẻ / Bán sỉ | Dệt may / Da giày / Thời trang,Nhân viên chính thức,Trên 3 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Trưởng phòng Quản trị Thương hiệu Brand Manager |  Trưởng nhãn hàng |  Giám đốc thương hiệu |  Senior Brand Manager |  trưởng phòng quản trị thương hiệu |  Brand Manager |  Brand Marketing Supervisor |  brand marketing
[Ocean Edu Phúc Yên 2 - Vĩnh Phúc] Tư vấn viên - trúng tuyển đi làm ngay,Công Ty CP Giáo Dục Đại Dương,Lương: 11 Tr - 13 Tr VND,Vĩnh Phúc,22-06-2023,,Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh | Giáo dục / Đào tạo,Nhân viên chính thức,Nhân viên,02/06/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        20 - 30
                 
	",,,[Ocean Edu Phúc Yên  - Vĩnh Phúc] Tư vấn viên - trúng tuyển đi làm ngay |  Nhân viên tư vấn |  Chuyên viên tư vấn |  Consultant |  Counsellor |  Consultant Executive
[Mũi Né] Chuyên viên Kiểm Soát Nội Bộ Khách Sạn,CÔNG TY CỔ PHẦN ĐẦU TƯ CHÂU Á THÁI BÌNH DƯƠNG,Lương: 15 Tr - 20 Tr VND,Bình Thuận,22-06-2023,08/07/2023,Kế toán / Kiểm toán | Du lịch | Nhà hàng / Khách sạn,Nhân viên chính thức,2 - 4 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Đào tạo | Tăng lương | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Kiểm soát nội bộ | kiểm soát vận hành | internal audit | [Mũi Né] Chuyên viên Kiểm Soát Nội Bộ Khách Sạn
Nhân Viên Lễ Tân Đối Ngoại,Công ty cổ phần Tập đoàn Danko,Lương: 9 Tr - 15 Tr VND,Hà Nội,22-06-2023,,Hành chính / Thư ký | Nhân sự | Dịch vụ khách hàng,Nhân viên chính thức,Nhân viên,01/08/2023,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        22 - 26
                 
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Cao đẳng
         ", Nhân viên tiếp tân |  Lễ tân |  Reception |  Lễ tân nhà hàng |  Lễ tân khách sạn |  Lễ tân quầy sảnh |  Receptionist |  Nhân viên thư ký lễ tân |  kiêm trợ lý văn phòng |  tổng đài
Chuyên viên Tư vấn tuyển sinh,Công ty CP Công nghệ giáo dục Trường học trực tuyến (ONSCHOOL),Lương: 10 Tr - 25 Tr VND,Hà Nội,22-06-2023,25/06/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        23 - 35
                 
	"," Giới tính:
         Nữ  ",, Nhân viên tư vấn |  Tư vấn viên |  Consultant |  Counsellor |  Consultant Executive
Chuyên viên facebook Ads (12-25M),Công ty Cổ phần Thời Trang YODY,Lương: 12 Tr - 25 Tr VND,Đà Nẵng,22-06-2023,30/06/2023,Truyền hình / Báo chí / Biên tập | Quảng cáo / Đối ngoại / Truyền Thông,Nhân viên chính thức,Lên đến 1Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,#ads | Facebook ads | google ads | Chuyên viên marketing online | Nhân viên marketing online | Marketing Executive | Marketing Specialist
Kỹ sư Điện mặt trời,Công Ty Cổ Phần Quốc Tế Sơn Hà,Lương: Cạnh tranh,Hà Nội,22-06-2023,01/07/2023,Điện / Điện tử / Điện lạnh | Sản xuất / Vận hành sản xuất,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Kỹ sư Điên mặt trời
PHIÊN DỊCH TIẾNG TRUNG BẮC NINH,Công ty TNHH Phát triển xây dựng Việt Nam Kiến Hưng,Lương: 12 Tr - 16 Tr VND,Bắc Ninh,22-06-2023,30/07/2023,Hành chính / Thư ký | Biên phiên dịch,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Đào tạo | Tăng lương," Độ tuổi:
                        25 - 40
                 
	",," Bằng cấp:
                Đại học
         ", Biên dịch viên tiếng Trung Quốc |  Chinese Interpreter |  Chinese Translator |  Biên phiên dịch tiếng Trung |  TRỢ LÝ TIẾNG TRUNG
Nhân viên Kinh doanh B2C sản phẩm hàng công nghiệp,Công ty TNHH AOBA Việt Nam,Lương: 15 Tr - 23 Tr VND,Hà Nội,22-06-2023,04/06/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,Trên 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        Trên 25
                 
	",," Bằng cấp:
                Đại học
         ",Nhân viên Kinh doanh BC sản phẩm hàng công nghiệp |  Đại diện kinh doanh |  Nhân viên phòng kinh doanh |  Nhân viên bán hàng |  Đại diện bán hàng |  Salesman |  Sales Engineer |  Sales Executive |  Chuyên Viên Kinh Doanh |  Sales Dept |  Sales support |  Sales Staff |  Sales |  B2C
"CỬA HANG TRƯỞNG (BigC LONG BIÊN, Garden, 120 Nguyễn Thái Học)",Tập Đoàn DTGROUP,Lương: 8 Tr - 12 Tr VND,Hà Nội,22-06-2023,30/06/2023,Tiếp thị / Marketing | Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh,Nhân viên chính thức,1 - 5 Năm,Trưởng nhóm / Giám sát,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        22 - 35
                 
	",," Bằng cấp:
                Trung cấp
         ",CỬA HANG TRƯỞNG BigC LONG BIÊN Garden  Nguyễn Thái Học |  Store Manager |  Tư vấn viên bán hàng |  Cửa hàng trưởng |  Quản lý chuỗi cửa hàng thời trang |  Quản lý cửa hàng thời trang cao cấp |  Quản lý chuỗi cửa hàng bán lẻ
Nhân Viên Kinh Doanh,CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI NGUYÊN HƯNG,Lương: 10 Tr - 30 Tr VND,Hà Nội,22-06-2023,29/06/2023,Y tế / Chăm sóc sức khỏe | Bán hàng / Kinh doanh | Dược phẩm,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        20 - 32
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Cao đẳng
         ", Đại diện kinh doanh |  Nhân viên phòng kinh doanh |  Nhân viên bán hàng |  Đại diện bán hàng |  Telesales |  Salesman |  Sales Engineer |  Sales Executive |  Chuyên Viên Kinh Doanh |  Sales Dept
Trưởng Phòng Marketing,Công ty CP Sữa chua Trân châu Hạ Long,Lương: 20 Tr - 25 Tr VND,Hà Nội,22-06-2023,,,,,,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Đào tạo | Tăng lương | Phụ cấp thâm niên | Nghỉ phép năm,,,,
[Quảng Ninh - Hạ Long] Chuyên Viên Tư Vấn Bảo Hiểm- Kênh Liên Doanh Ngân Hàng BIDV,BIDV Metlife Life Insurance LLC,Lương: 8 Tr - 30 Tr VND,Quảng Ninh,22-06-2023,30/06/2023,Ngân hàng | Bảo hiểm | Bán hàng / Kinh doanh,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Laptop | Du Lịch | Phụ cấp | Du lịch nước ngoài | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Phụ cấp thâm niên," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", Tư vấn viên bảo hiểm |  Nhân viên tư vấn vay tiêu dùng |  Insurance consultant |  Insurance counselor |  Nhân viên tư vấn bảo hiểm
Commercial Manager,Công Ty TNHH Boydens Vietnam part of Sweco,Lương: Cạnh tranh,Hà Nội | Hồ Chí Minh,22-06-2023,01/07/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Bất động sản,Nhân viên chính thức,Trên 5 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ", Tender |  Bussiness Development |  Sales Manager
"Quản Lý Thiết Kế, Thi Công và Bảo Trì",Công Ty CP Việt Tinh Anh,Lương: Cạnh tranh,Hà Nội,22-06-2023,01/07/2023,Mỹ thuật / Nghệ thuật / Thiết kế | Kiến trúc | Xây dựng,Nhân viên chính thức,Trên 3 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Giám sát công trình |  Quản Lý Thiết Kế |  Thi Công và Bảo Trì  |  Nhân viên thiết kế kiến trúc |  Kỹ sư giám sát thi công xây dựng |  Giám sát thi công công trình
Sales Business Development,"THE ONE VIETNAM CO., LTD",Lương: Trên 27 Tr VND,Hồ Chí Minh,22-06-2023,01/07/2023,Tư vấn | Tài chính / Đầu tư | Bán hàng / Kinh doanh,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ", nhân viên kinh doanh |  Chuyên viên kinh doanh | Salesman | Business Development Specialist | sales | financial | investment
Chuyên Viên Quan Hệ Khách Hàng Cá Nhân,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ EMIR,Lương: 18 Tr - 40 Tr VND,Hà Nội,22-06-2023,15/06/2023,Bán hàng / Kinh doanh | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        22 - 35
                 
	",," Bằng cấp:
                Cao đẳng
         ",chuyên viên quan hệ khách hàng cá nhân |  chuyên viên kinh doanh |  chuyên viên tư vấn tài chính |  chuyên viên tư vấn tài chính cá nhân |  chuyên gia quản lý tài sản |  consultants |  personal customer relations specialist |  Business professionals |  Chuyên viên ngân hàng cao cấp |  Nhân viên tài chính ngân hàng |  Giao dịch viên |  chuyên viên kinh doanh cấp cao
Chuyên Viên Đào Tạo,Công Ty CP Chứng Khoán MB,Lương: Cạnh tranh,Hà Nội,22-06-2023,30/06/2023,Tài chính / Đầu tư | Ngân hàng | Nhân sự,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
Sales Supervisor (MT),Wipro Consumer Care Vietnam,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,31/08/2023,Bán hàng / Kinh doanh | Tiếp thị / Marketing,Nhân viên chính thức,2 - 5 Năm,Trưởng nhóm / Giám sát,Chế độ bảo hiểm | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",giám sát | Sales Supervisor | Sales | Leader | Personal care | Modern Trade | Giám sát kinh doanh
Lean Coordinator,"Rochdale Spears Co., Ltd.",Lương: Cạnh tranh,Bình Dương,22-06-2023,31/07/2023,Nội ngoại thất | Sản xuất / Vận hành sản xuất | Đồ gỗ,Nhân viên chính thức,2 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Six Sigma | Green belt | Yellow belt | KPI Tree | 5S | Industrial Engineering Engineer
"Chuyên Viên Cao Cấp Thúc Đẩy Hiệu Quả - Phòng Thẻ và Giải Pháp Thanh Toán CPOS - Khối SME - Hà Nội, TP.HCM - TA122",Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hồ Chí Minh | Hà Nội,22-06-2023,31/07/2023,Ngân hàng | Tài chính / Đầu tư | Tư vấn,Nhân viên chính thức,2 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
Nhân viên kinh doanh,World Vision - Công Ty TNHH World Vision(VN),Lương: 10 Tr - 20 Tr VND,Long An,22-06-2023,,Bán hàng / Kinh doanh,Nhân viên chính thức,Nhân viên,30/06/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        22 - 35
                 
	"," Giới tính:
         Nam
         ",, Đại diện kinh doanh |  Nhân viên phòng kinh doanh |  Nhân viên bán hàng |  Đại diện bán hàng |  Telesales |  Salesman |  Sales Engineer |  Sales Executive |  Chuyên Viên Kinh Doanh |  Sales Dept
