job_title,company_title,salary,location,posting_date,expiration_date,industry,job_type,exp,position,detailed_welfare,age,sex,edu_level,job_tags
Chuyên Viên Kinh Doanh Khách Hàng Doanh Nghiệp SME  - TT SME Trung Hòa Nhân Chính - Hà Nội - TA132,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội,22-06-2023,31/07/2023,Bảo hiểm | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,Lên đến 1Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
TỔ TRƯỞNG THU NGÂN - DỊCH VỤ KHÁCH HÀNG CO.OPMART (CÁI BÈ - TIỀN GIANG),Liên Hiệp HTX Thương Mại TPHCM - SAIGON CO.OP,Lương: Cạnh tranh,Tiền Giang,22-06-2023,30/06/2023,Dịch vụ khách hàng | Kế toán / Kiểm toán | Quản lý điều hành,Nhân viên chính thức,1 - 2 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",TỔ TRƯỞNG THU NGÂN - DỊCH VỤ KHÁCH HÀNG CO.OPMART CÁI BÈ - TIỀN GIANG | TỔ TRƯỞNG THU NGÂN CO.OPMART CÁI BÈ - TIỀN GIANG
Graphic Designer (Nails),Headhunter HRchannels Group,"Lương: 14,3 Tr - 22 Tr VND",Hải Dương | Hải Phòng,22-06-2023,01/07/2023,Quảng cáo / Đối ngoại / Truyền Thông | Tiếp thị / Marketing,Nhân viên chính thức,2 - 4 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        26 - 33
                 
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Cao đẳng
         ",Graphic Designer Nails |  Họa viên |  UI Designer |  Ux Designer |  Graphic Design | imex pan pacific
NHÂN VIÊN BÁN HÀNG THỰC PHẨM TƯƠI SỐNG CO.OPMART CHỢ MỚI - AN GIANG,Liên Hiệp HTX Thương Mại TPHCM - SAIGON CO.OP,Lương: Cạnh tranh,An Giang,22-06-2023,30/06/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,Chưa có kinh nghiệm,Nhân viên,," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Trung học
         ",
TỔ TRƯỞNG BẢO VỆ CO.OPMART CHỢ MỚI - AN GIANG,Liên Hiệp HTX Thương Mại TPHCM - SAIGON CO.OP,Lương: Cạnh tranh,An Giang,22-06-2023,30/06/2023,An Ninh / Bảo Vệ,Nhân viên chính thức,Chưa có kinh nghiệm,Trưởng nhóm / Giám sát,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Trung học
         ",
Nhân viên kinh doanh hệ thống siêu thị điện máy,CÔNG TY CỔ PHẦN  KTG ELECTRIC,Lương: 8 Tr - 13 Tr VND,Hồ Chí Minh,22-06-2023,17/06/2023,Tiếp thị / Marketing | Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh,Nhân viên chính thức,Chưa có kinh nghiệm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        20 - 30
                 
	",,,
[Ocean Edu Phúc Yên 2 - Vĩnh Phúc] Nhân viên tư vấn tuyển sinh - trúng tuyển đi làm ngay,Công Ty CP Giáo Dục Đại Dương,Lương: 11 Tr - 13 Tr VND,Vĩnh Phúc,22-06-2023,,Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh | Giáo dục / Đào tạo,Nhân viên chính thức,Nhân viên,02/06/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        20 - 30
                 
	",,,
Giám đốc Phòng Khách hàng Ưu tiên - Hà Nội,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội,22-06-2023,30/06/2023,Ngân hàng,Nhân viên chính thức,2 - 3 Năm,Giám đốc ,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Priority | Manager | Banking
<AAN> Kỹ Sư Trồng Trọt,Công Ty CP Tập Đoàn Tân Long,Lương: 7 Tr - 10 Tr VND,Cần Thơ | Đồng Tháp | An Giang,22-06-2023,,Nông nghiệp | Xuất nhập khẩu | Sản xuất / Vận hành sản xuất,Nhân viên chính thức,Nhân viên,29/07/2023,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        22 - 35
                 
	",," Bằng cấp:
                Trung cấp
         ", Kỹ sư nông nghiệp |  Agricultural Engineer |  Kỹ sư Nông Lâm Nghiệp |  Cán bộ kỹ thuật nông nghiệp |  Cán bộ nông vụ |  Kỹ thuật nông học |  kythuatviennongnghiep |  nongnghiep |  lua |  gạo |  rice |  trongtrot |  kysutrongtrot |  angiang |  kiengiang |  dongthap |  cantho |  soctrang |  an giang |  cần thơ |  sóc trăng |  kiên giang |  đồng tháp |  tiền giang
Chuyên viên/CVCC/Chuyên gia Quản lý cấu trúc dữ liệu,Ngân Hàng TMCP Quân Đội,Lương: Cạnh tranh,Hà Nội,22-06-2023,31/07/2023,Ngành khác | Ngân hàng,Nhân viên chính thức,1 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Chuyên viên/CVCC/Chuyên gia | Chuyên viên/CVCC/Chuyên gia Quản lý cấu trúc dữ liệu
CV/CVC/CVCC Quản trị dự án - Trung tâm Đảm bảo chất lượng/ Khối vận hành,Ngân Hàng TMCP Tiên Phong (TPBank),Lương: Cạnh tranh,Hà Nội,22-06-2023,01/07/2023,CNTT - Phần mềm | Dịch vụ khách hàng | Quản lý chất lượng (QA/QC),Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
Chuyên viên Vận hành an ninh - Khối CNTT,Ngân Hàng TMCP Quân Đội,Lương: Cạnh tranh,Hà Nội,22-06-2023,31/07/2023,CNTT - Phần mềm | CNTT - Phần cứng / Mạng | Ngân hàng,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Chuyên viên Vận hành an ninh | Chuyên viên Vận hành an ninh - Khối CNTT
Nhân Viên Kỹ Thuật,CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI NGUYÊN HƯNG,Lương: 10 Tr - 15 Tr VND,Hà Nội,22-06-2023,30/06/2023,Y tế / Chăm sóc sức khỏe | Điện / Điện tử / Điện lạnh | Bảo trì / Sửa chữa,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        20 - 32
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Cao đẳng
         ", Kỹ thuật viên |  Technician
Kỹ sư cơ điện hạ tầng,BIM Group,Lương: Cạnh tranh,Vĩnh Phúc,22-06-2023,31/07/2023,Xây dựng,Nhân viên chính thức,5 - 8 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Cơ điện | Hạ tầng
Kỹ sư shopdrawing (Hạ tầng),BIM Group,Lương: Cạnh tranh,Vĩnh Phúc,22-06-2023,31/07/2023,Xây dựng,Nhân viên chính thức,5 - 8 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Kỹ sư shopdrawing | Kỹ sư shopdrawing Hạ tầng | Hạ tầng
SALE ADVISOR (SALE SHOWROOM),CÔNG TY TNHH MTV NANOHOME,Lương: Cạnh tranh,Hà Nội,22-06-2023,31/07/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Mỹ thuật / Nghệ thuật / Thiết kế,Nhân viên chính thức,1 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        23 - 35
                 
	",," Bằng cấp:
                Cao đẳng
         ",Sale Showoom |  Nhân viên bán hàng |  Sale Advisor  |  Sales |  Kinh doanh |  Bán hàng nội thất |  Sales Admin |  Sales Representative
Kiểm toán viên Kiểm toán mô hình,Ngân Hàng TMCP Quân Đội,Lương: Cạnh tranh,Hà Nội,22-06-2023,31/07/2023,Luật / Pháp lý | Kế toán / Kiểm toán | Ngân hàng,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
Chuyên viên/CVCC/Chuyên gia Chính sách và chất lượng dữ liệu,Ngân Hàng TMCP Quân Đội,Lương: Cạnh tranh,Hà Nội,22-06-2023,31/07/2023,Ngân hàng | Thống kê,Nhân viên chính thức,1 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Chuyên viên/CVCC/Chuyên gia | Chuyên viên/CVCC/Chuyên gia Chính sách và chất lượng dữ liệu
HO - Khối Ngân hàng Số - Chuyên viên Ban Marketing (Phụ trách mảng Truyền thông),LPBank,Lương: Cạnh tranh,Hà Nội,22-06-2023,30/06/2023,Ngân hàng | Dịch vụ khách hàng | Tài chính / Đầu tư,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,HO - Khối Ngân hàng Số - Chuyên viên Ban Phát triển Sản phẩm Thanh toán Thẻ | HO - Khối Ngân hàng Số - Chuyên viên Ban Marketing Phụ | HO - Khối Ngân hàng Số - Chuyên viên Ban Marketing Phụ trách mảng Truyền thông
[Nam] Chuyên viên Nhân sự,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam (BIC),Lương: Cạnh tranh,Hà Nội,22-06-2023,30/06/2023,Luật / Pháp lý | Nhân sự,Nhân viên chính thức,1 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",HR | Nhân sự | Chuyên viên Nhân sự | [Nam] Chuyên viên Nhân sự | HRBP | [Nam] Chuyên viên Tổ chức Nhân sự | Cán bộ Tổ chức Nhân sự
Chuyên viên quản lý sản phẩm (R&D),CÔNG TY CỔ PHẦN  KTG ELECTRIC,Lương: 10 Tr - 15 Tr VND,Hồ Chí Minh,22-06-2023,10/06/2023,Hàng gia dụng / Chăm sóc cá nhân | Điện / Điện tử / Điện lạnh | Bảo trì / Sửa chữa,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        22 - 35
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Cao đẳng
         ",
Điều dưỡng Gây mê hồi sức,Công ty TNHH Bệnh Viện Gia An 115,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,08/07/2023,Y tế / Chăm sóc sức khỏe,Nhân viên chính thức,3 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        25 - 40
                 
	",," Bằng cấp:
                Đại học
         ",
"Part-Time Teaching Assistant - Trợ Giảng (TA) - District 7, HCM City.",CÔNG TY TNHH HỌC THỨC TIÊU ĐIỂM,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,,Giáo dục / Đào tạo,Bán thời gian,Sinh viên/ Thực tập sinh,08/07/2023,Đào tạo," Độ tuổi:
                        20 - 25
                 
	",,,Part-Time Teaching Assistant - Trợ Giảng TA - District  HCM City. |  Trợ giảng |  Training Assistant
Bác sĩ da liễu,Công ty TNHH Bệnh Viện Gia An 115,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,06/07/2023,Y tế / Chăm sóc sức khỏe,Nhân viên chính thức,3 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        30 - 45
                 
	",," Bằng cấp:
                Sau đại học
         ",
Nhân Viên Tư Vấn Tuyển Sinh,HỆ THỐNG GIÁO DỤC EDUFIT,Lương: Trên 13 Tr VND,Hà Nội,22-06-2023,08/07/2023,Tư vấn | Dịch vụ khách hàng | Giáo dục / Đào tạo,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", Nhân viên tuyển sinh |  Admissions counselor
Biên tập viên sách tiếng Nhật,Tập đoàn Giáo dục Đại Trường Phát,Lương: 10 Tr - 20 Tr VND,Hồ Chí Minh,22-06-2023,15/06/2023,Giáo dục / Đào tạo | Biên phiên dịch | Truyền hình / Báo chí / Biên tập,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        24 - 35
                 
	",," Bằng cấp:
                Đại học
         ", Editor
Project & Digital Engineer,Unilever Vietnam International,Lương: Cạnh tranh,Bắc Ninh,22-06-2023,,,,,,,,,,
Customer Service Staff,CÔNG TY TNHH KINTETSU WORLD EXPRESS VIỆT NAM,Lương: 12 Tr - 16 Tr VND,Hà Nội,22-06-2023,30/06/2023,Dịch vụ khách hàng | Hàng hải | Xuất nhập khẩu,Nhân viên chính thức,3 - 10 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        25 - 35
                 
	",," Bằng cấp:
                Đại học
         ", Nhân viên dịch vụ khách hàng |  Nhân viên chăm sóc khách hàng |  Customer care staff |  Customer service executive |  Nhân viên hỗ trợ khách hàng |  Customer service representative |  Customer services |  Customer Care Executive |  Customer Security Service
Digital Marketing TeamLeader,Công ty Cổ phần LitGroup,Lương: 18 Tr - 25 Tr VND,Hà Nội,22-06-2023,30/06/2023,CNTT - Phần mềm,Nhân viên chính thức,1 - 3 Năm,Trưởng nhóm / Giám sát,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm,,,,Online | Social Media | SEO
SMT Engineer,Công ty TNHH AOBA Việt Nam,"Lương: 28,6 Tr - 33 Tr VND",Bắc Ninh,22-06-2023,08/07/2023,Sản xuất / Vận hành sản xuất,Nhân viên chính thức,3 - 18 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Chế độ thưởng | Chăm sóc sức khỏe | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        26 - 40
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Đại học
         ",
"Trưởng nhóm kinh doanh (Khu vực Quảng Trị, Huế, Đà Nẵng, Quảng Nam)",Tập đoàn Giáo dục Đại Trường Phát,Lương: 12 Tr - 15 Tr VND,Thừa Thiên- Huế,22-06-2023,30/06/2023,Bán hàng / Kinh doanh | Giáo dục / Đào tạo | Ngành khác,Nhân viên chính thức,2 - 5 Năm,Trưởng nhóm / Giám sát,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Cao đẳng
         ",Trưởng nhóm kinh doanh Khu vực Quảng Trị Huế Đà Nẵng Quảng Nam |  chăm sóc khách hàng |  Nhân viên phòng
Assistant Air Operation Manager,CÔNG TY TNHH KINTETSU WORLD EXPRESS VIỆT NAM,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,31/07/2023,Vận chuyển / Giao nhận /  Kho vận | Hàng không | Xuất nhập khẩu,Nhân viên chính thức,5 - 6 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        32 - 45
                 
	",," Bằng cấp:
                Đại học
         ",Air freight supervisor |  Air Logistics |  Logistics |  Export/Import
